الشاهد,الإسناد,القيمة,حالة الإسناد,المصدر,الموضع,النص,الموقف,المطابقة وطريقتها,ملاحظة,الرابط
ATT-GA35,AST-G15,1339 (22 جمادى الآخرة 739هـ) – 1391 (793هـ),صُحح وموثّق,دولة الإسلام في الأندلس,ج 5 ص 149 (بحسب ترقيم الشاملة للمطبوع),توفى الغنى بالله سنة ٧٩٣ هـ (١٣٩١ م),يدعم جزئيًا,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-23),يدعم الوفاة 1391 فقط؛ سنة المولد 1338 لم تُتحقق.,https://shamela.ws/book/1009/2623
ATT-GA36,AST-G16,1313 (25 رجب 713هـ) – 1374/1375 (776هـ),موثّق,دولة الإسلام في الأندلس,ج 5 ص 146 (بحسب ترقيم الشاملة للمطبوع),فقتلوه فى سجنه، وذلك فى أوائل سنة ٧٧٦ هـ (أواخر ١٣٧٤ م),يدعم جزئيًا,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-23),يدعم الوفاة (1374/75) والقتل في السجن؛ سنة المولد 1313 لم تُتحقق.,https://shamela.ws/book/1009/2620
ATT-GA37,AST-G17,1333 (14 شوال 733هـ) – بعد 795هـ (أواخر 1393م أو بعدها),موثّق جزئيًا,دولة الإسلام في الأندلس,ج 5 ص 150 (بحسب ترقيم الشاملة للمطبوع),وفى أواخر سنة ٧٩٧ هـ (١٣٩٥ م) دهمه جماعة من المتآمرين بمنزله وقتلوه وآله,يدعم جزئيًا,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-23),يتسق مع «بعد 1393» ويحدده بأواخر 797هـ/1395؛ سنة المولد 1333 لم تُتحقق. يُقترح تحديث القيمة. — حاشية عنان (٣) تحيل إلى «نفح الطيب ج4 ص286 و290» (الطبعة القديمة)؛ ونص النفح بتحقيق إحسان عباس لا يذكر 797 بل ينص المقري على أن القتل «بعد عام خمسة وتسعين وسبعمائة، ولم أقف من أمره على غير ما تقدم» (ج7 ص170). فسنة 797 لا يسندها المصدر المحال إليه.,https://shamela.ws/book/1009/2624
ATT-GA38,AST-G18,أبو عبد الله محمد بن علي (Boabdil),موثّق,دولة الإسلام في الأندلس,ج 5 ص 215 (بحسب ترقيم الشاملة للمطبوع),تبوأ أبو عبد الله محمد بن السلطان علىّ أبى الحسن عرش غرناطة للمرة الثانية، عقب عوده من الأسر بنحو عام,يدعم,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-23),,https://shamela.ws/book/1009/2688
ATT-GA39,AST-G18,أبو عبد الله محمد بن علي (Boabdil),موثّق,Encyclopaedia Britannica (مرجعي عام),المقالة,"Muḥammad XII (died 1527) was the last Naṣrid sultan of Granada, Spain.",يدعم جزئيًا,مطابق حرفيًا (فحص الصفحة الحية عبر WebFetch بنموذج مساعد، 2026-09-23 — يُعاد بالعين قبل النشر),تذكر المقالة أيضًا الصيغ Abū ʿAbd Allāh Muḥammad XII وBoabdil (بحسب مستخلص الصفحة).,https://www.britannica.com/biography/Muhammad-XI
ATT-GB01,AST-G19,1238 / 635هـ,موثّق,دولة الإسلام في الأندلس,ج5 ص39–40 (بحسب ترقيم الشاملة للمطبوع)، الفصل الثاني: نشأة مملكة غرناطة,فسار ابن الأحمر إلى غرناطة ودخلها عند مغيب الشمس في يوم من أواخر رمضان [ص40:] سنة ٦٣٥ هـ (أبريل سنة ١٢٣٨ م),يدعم,مطابق حرفيًا، والنص يمتد بين ج5 ص39 وص40 (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-23),الجملة تمتد بين صفحتي 2513 و2514 في الشاملة.,https://shamela.ws/book/1009/2513
ATT-GB02,AST-G19,1238 / 635هـ,موثّق,Patronato de la Alhambra y Generalife,صفحة Historia,"Al-Ahmar, fundador de la Dinastía nazarí, se instala en 1238 en la Antigua Alcazaba del Albaicín",يدعم,مطابق حرفيًا (فحص الصفحة الحية عبر WebFetch بنموذج مساعد، 2026-09-23 — يُعاد بالعين قبل النشر),,https://www.alhambra-patronato.es/descubrir/alhambra-y-generalife/historia
ATT-GB03,AST-G20,643هـ = 1245/1246م,حُسم الخلاف,دولة الإسلام في الأندلس,ج5 ص43 (بحسب ترقيم الشاملة للمطبوع)، الفصل الثاني,وسلم ابن الأحمر إلى فرناندو جيّان وأرجونة ... وعقد ملك قشتالة السلم مع ابن الأحمر لمدة عشرين سنة، وأقره على ما بقى بيده من القواعد والحصون (٦٤٣ هـ - ١٢٤٥ م),يخالف,مطابق حرفيًا (فحص مباشر),يتفق في السنة الهجرية 643 ويخالف في الميلادية (1245 لا 1246)؛ 643هـ تمتد من مايو 1245 إلى مايو 1246، فالفرق فرق تحويل. القرار للمحرر.,https://shamela.ws/book/1009/2517
ATT-GB04,AST-G21,1340 / 741هـ,موثّق,دولة الإسلام في الأندلس,ج5 ص127 (بحسب ترقيم الشاملة للمطبوع)، الفصل السابع,وفى يوم ٣٠ أكتوبر سنة ١٣٤٠ (جمادى الأولى سنة ٧٤١ هـ) نشبت بين الفريقين معركة عامة على ضفاف نهر سالادو,يدعم,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-23),,https://shamela.ws/book/1009/2601
ATT-GB05,AST-G22,1362–1391 (محمد الخامس),موثّق,Patronato de la Alhambra y Generalife,صفحة Patio de los Leones,"Muhammad V fue el inspirador de este bello palacio construido en su segundo mandato, entre 1362 y 1391",يدعم,مطابق حرفيًا (فحص مباشر),,https://www.alhambra-patronato.es/edificios-lugares/patio-de-los-leones
ATT-GB06,AST-G22,1362–1391 (محمد الخامس),موثّق,Patronato de la Alhambra y Generalife,صفحة Historia,"alcanza su esplendor en la segunda mitad del siglo XIV, coincidiendo con los sultanatos de Yusuf I (1333-1354) y el segundo reinado de Muhammad V (1362-1391)",يدعم,مطابق حرفيًا (فحص الصفحة الحية عبر WebFetch بنموذج مساعد، 2026-09-23 — يُعاد بالعين قبل النشر),سياقي لتواريخ الحكم.,https://www.alhambra-patronato.es/descubrir/alhambra-y-generalife/historia
ATT-GB07,AST-G23,1487 / 892هـ,موثّق,دولة الإسلام في الأندلس,ج5 ص217 (بحسب ترقيم الشاملة للمطبوع)، الفصل الثاني: بداية النهاية,وهكذا سقطت مالقة بعد دفاع مجيد استطال ثلاثة أشهر فى أيدى النصارى، وذلك فى أواخر شعبان سنة ٨٩٢ هـ (أغسطس ١٤٨٧ م),يدعم,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-23),بدء الحصار في ص216: جمادى الثانية 892هـ (يونيه 1487م).,https://shamela.ws/book/1009/2690
ATT-GB08,AST-G24,25 نوفمبر 1491,موثّق,دولة الإسلام في الأندلس,ج5 ص250 (بحسب ترقيم الشاملة للمطبوع)، الفصل الثالث: الصراع الأخير,وعليها تاريخ تحريرها وهو يوم ٢٥ نوفمبر سنة ١٤٩١,يدعم,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-23),,https://shamela.ws/book/1009/2723
ATT-GB09,AST-G24,25 نوفمبر 1491,موثّق,دولة الإسلام في الأندلس,ج5 ص257 (بحسب ترقيم الشاملة للمطبوع)، حاشية,عهد التسليم وقع كما رأينا فى ٢٥ نوفمبر سنة ١٤٩١ م (٢١ محرم سنة ٨٩٧ هـ),يدعم,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-23) — الموضع في حاشية عنان نفسه,مقتطف من الحاشية.,https://shamela.ws/book/1009/2730
ATT-GB10,AST-G25,2 يناير 1492 / 897هـ,موثّق,دولة الإسلام في الأندلس,ج5 ص257 (بحسب ترقيم الشاملة للمطبوع)، الفصل الثالث,واتفق مع ملك قشتالة على تسليم المدينة فى الثانى من يناير سنة ١٤٩٢ م,يدعم,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-23),الحاشية نفسها تضع الاستيلاء الفعلي في 2 ربيع الأول 897هـ (نقل بالمعنى من ملخص الأداة، لا اقتباس حرفي).,https://shamela.ws/book/1009/2730
ATT-GB11,AST-G26,1499–1501,موثّق جزئيًا,دولة الإسلام في الأندلس,ج5 ص316 (بحسب ترقيم الشاملة للمطبوع)، الكتاب الثالث ف1,وثار أهل البيازين وتحصنوا بحيهم، ونددوا بخرق العهود,يدعم جزئيًا,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-23),لا تاريخ صريح في الصفحة لبدء الثورة (1499).,https://shamela.ws/book/1009/2788
ATT-GB12,AST-G26,1499–1501,موثّق جزئيًا,دولة الإسلام في الأندلس,ج5 ص325 (بحسب ترقيم الشاملة للمطبوع)، الكتاب الثالث ف1,(مارس سنة ١٥٠١),يدعم جزئيًا,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-23),تاريخ معركة جبلية في مارس 1501 ضمن سياق الثورات؛ يدعم امتدادها إلى 1501 دون نص صريح على 1499–1501 كحدّين.,https://shamela.ws/book/1009/2797
ATT-GB13,AST-G27,12 فبراير 1502 (نحو 4 شعبان 907هـ),موثّق,Encyclopaedia Britannica (مرجعي عام),مادة Morisco,"In 1502, offered the choice of baptism or exile, many of them were baptized",يدعم,مطابق حرفيًا (فحص الصفحة الحية عبر WebFetch بنموذج مساعد، 2026-09-23 — يُعاد بالعين قبل النشر),,https://www.britannica.com/topic/Morisco
ATT-GB14,AST-G27,12 فبراير 1502 (نحو 4 شعبان 907هـ),موثّق,دولة الإسلام في الأندلس,ج5 ص324 (بحسب ترقيم الشاملة للمطبوع)، الكتاب الثالث ف1,ففى ٢٠ يوليه سنة ١٥٠١ أصدر فرناندو وإيسابيلا أمراً ملكياً خلاصته,يدعم جزئيًا,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-23),أمر 1501 خاص بمملكة غرناطة؛ لم يُعثر في الصفحات المفحوصة (2794–2801) على نص قرار 1502 لمسلمي قشتالة.,https://shamela.ws/book/1009/2796
ATT-GB15,AST-G28,776هـ (بين مستهلّها وشوالها؛ منتصف 1374م إلى أوائل 1375م),موثّق,دولة الإسلام في الأندلس,ج5 ص478 (بحسب ترقيم الشاملة للمطبوع)، الكتاب الخامس ف3: عهد النضج والازدهار,ودس عليه الوزير سليمان بعض الأوغاد فقتلوه خنقاً فى سجنه,يدعم جزئيًا,مطابق حرفيًا بعد التصحيح (فحص آلي بأداة verify_quote، 2026-09-23): حُذفت من النص المنقول سابقًا عبارة «وذلك فى أوائل سنة ٧٧٦ هـ (١٣٧٤ م)» لأنها في الأصل تخص جلوس السلطان أحمد,ترتيب الجملتين في الصفحة كما أعادتهما الأداة؛ الميلادي 1374 فقط (أوائل 776هـ). — القتل خنقًا في السجن ثابت في النص، أما التاريخ فيؤخذ من ج5 ص146 (ATT-GA36) لا من هذا الموضع.,https://shamela.ws/book/1009/2950
ATT-GB16,AST-G29,الحمراء: مدينة قصور نصرية على تل السبيكة؛ ضمن موقع UNESCO 314,موثّق,"UNESCO — Alhambra, Generalife and Albayzín",Brief synthesis,"Rising above the modern lower town, the Alhambra and the Albaycín, situated on two adjacent hills, form the medieval part of Granada.",يدعم جزئيًا,مطابق حرفيًا (فحص الصفحة الحية عبر WebFetch بنموذج مساعد، 2026-09-23 — يُعاد بالعين قبل النشر),UNESCO لا تسمي تل السبيكة؛ انظر مصدر Patronato.,https://whc.unesco.org/en/list/314
ATT-GB17,AST-G29,الحمراء: مدينة قصور نصرية على تل السبيكة؛ ضمن موقع UNESCO 314,موثّق,"UNESCO — Alhambra, Generalife and Albayzín",Brief synthesis,"The Alhambra, with its continuous occupation over time, is currently the only preserved palatine city of the Islamic period.",يدعم,مطابق حرفيًا (فحص الصفحة الحية عبر WebFetch بنموذج مساعد، 2026-09-23 — يُعاد بالعين قبل النشر),,https://whc.unesco.org/en/list/314
ATT-GB18,AST-G29,الحمراء: مدينة قصور نصرية على تل السبيكة؛ ضمن موقع UNESCO 314,موثّق,Patronato de la Alhambra y Generalife,صفحة Historia,"En el siglo IX existen noticias de construcciones en la colina de la Sabika, donde posteriormente se levantará la Alhambra",يدعم,مطابق حرفيًا (فحص الصفحة الحية عبر WebFetch بنموذج مساعد، 2026-09-23 — يُعاد بالعين قبل النشر),,https://www.alhambra-patronato.es/descubrir/alhambra-y-generalife/historia
ATT-GB19,AST-G30,جنة العريف: قصر ريفي/بساتين نصرية بجوار الحمراء,موثّق,"UNESCO — Alhambra, Generalife and Albayzín",Brief synthesis,"To the east of the Alhambra fortress and residence are the gardens of the Generalife, an example of a rural residence of the emirs, built during the 13th and 14th centuries.",يدعم,مطابق حرفيًا (فحص الصفحة الحية عبر WebFetch بنموذج مساعد، 2026-09-23 — يُعاد بالعين قبل النشر),,https://whc.unesco.org/en/list/314
ATT-GB20,AST-G30,جنة العريف: قصر ريفي/بساتين نصرية بجوار الحمراء,موثّق,Patronato de la Alhambra y Generalife,صفحة Palacio del Generalife,"La Almunia del Generalife era una hacienda ideal para la explotación agrícola y el descanso, con un núcleo de edificación residencial y una vasta extensión de terreno de cultivo y pasto.",يدعم,مطابق حرفيًا لصدر الجملة؛ حُذفت تتمتها «compartimentada en paratas o bancales…» (فحص الصفحة الحية عبر WebFetch بنموذج مساعد، 2026-09-23 — يُعاد بالعين قبل النشر),الصفحة نفسها تقول «construido entre los siglos XII y XIV» خلافًا لـUNESCO (XIII–XIV)؛ لا يمس صيغة الادعاء.,https://www.alhambra-patronato.es/edificios-lugares/palacio-del-generalife
ATT-GB21,AST-G31,أشعار ابن زمرك منقوشة على جدران الحمراء,موثّق,Patronato de la Alhambra y Generalife,"مقال Ibn Zamrak, un poeta en la Alhambra","Su labor poética se plasmó en los lugares más emblemáticos de la ciudad palatina como puede apreciarse, entre otros, en la torre de la Cautiva, puerta de Comares, fuente del jardín de Daraxa, la sala de Dos Hermanas, o la taza de la fuente del patio de los Leones",يدعم,مطابق حرفيًا (فحص الصفحة الحية عبر WebFetch بنموذج مساعد، 2026-09-23 — يُعاد بالعين قبل النشر),,https://www.alhambra-patronato.es/ibn-zamrak-un-poeta-en-la-alhambra
ATT-GB22,AST-G31,أشعار ابن زمرك منقوشة على جدران الحمراء,موثّق,Patronato de la Alhambra y Generalife,مقال La yesería de Arrayanes con versos de Ibn Zamrak,En estas cartelas se encuentran un poema de Ibn Zamrak (1333-1393).,يدعم,مطابق حرفيًا (فحص الصفحة الحية عبر WebFetch بنموذج مساعد، 2026-09-23 — يُعاد بالعين قبل النشر),تواريخ ابن زمرك تختلف بين مقالي الموقع (1393 هنا و1394 في المقال الآخر).,https://www.alhambra-patronato.es/yeseria-arrayanes
ATT-GB23,AST-G32,قصر قمارش ينسب إلى يوسف الأول (مع إتمام محمد الخامس),موثّق,Patronato de la Alhambra y Generalife,Pieza del mes: Canecillo del alero del patio de Comares,"El palacio de Comares, obra clave de la construcción del sultán Yusuf I, alberga el emblemático salón que le da nombre",يدعم,مطابق حرفيًا (فحص الصفحة الحية عبر WebFetch بنموذج مساعد، 2026-09-23 — يُعاد بالعين قبل النشر),,https://www.alhambra-patronato.es/elemento-del-mes/canecillo-del-alero-del-patio-de-comares
ATT-GB24,AST-G32,قصر قمارش ينسب إلى يوسف الأول (مع إتمام محمد الخامس),موثّق,Patronato de la Alhambra y Generalife,Pieza del mes: Torre de Comares,"Construida por Yūsuf I sobre otra menor, de Ismāʿīl I, su etimología procede del árabe arsh: «trono», como también es conocido su salón interior.",يدعم,مطابق حرفيًا (فحص الصفحة الحية عبر WebFetch بنموذج مساعد، 2026-09-23 — يُعاد بالعين قبل النشر),,https://www.alhambra-patronato.es/elemento-del-mes/torre-de-comares
ATT-GB25,AST-G32,قصر قمارش ينسب إلى يوسف الأول (مع إتمام محمد الخامس),موثّق,Patronato de la Alhambra y Generalife,صفحة Fachada de Comares,Fue mandada construir por Muhammad V en 1370 con motivo de la conquista de Algeciras.,يدعم جزئيًا,مطابق حرفيًا (فحص الصفحة الحية عبر WebFetch بنموذج مساعد، 2026-09-23 — يُعاد بالعين قبل النشر),يدعم مشاركة محمد الخامس (الواجهة)؛ ومقال yeseria-arrayanes ينسب «Patio de Comares o de los Arrayanes» إلى محمد الخامس نحو 1370. لا نص صريح بلفظ «إتمام».,https://www.alhambra-patronato.es/edificios-lugares/fachada-de-comares
ATT-264,AST-G28,776هـ (بين مستهلّها وشوالها؛ منتصف 1374م إلى أوائل 1375م),موثّق,ابن خلدون (ت 808هـ)، تاريخ ابن خلدون (كتاب العبر) — نسخة الشاملة 12320,ج7 ص452 (بحسب ترقيم الشاملة للمطبوع)، «الخبر عن مقتل ابن الخطيب»,ولما استولى السلطان أبو العباس على البلد الجديد دار ملكه فاتح ست وسبعين وسبعمائة,يدعم,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-24),الحد الأدنى: الخبر يبدأ باستيلاء أبي العباس على فاس الجديد في مستهل 776هـ (1 محرم 776 ≈ 12 يونيو 1374م بالحساب الجدولي)، ثم يسوق النكبة والقتل بعده.,https://shamela.ws/book/12320/4469
ATT-265,AST-G28,776هـ (بين مستهلّها وشوالها؛ منتصف 1374م إلى أوائل 1375م),موثّق,ابن خلدون (ت 808هـ)، تاريخ ابن خلدون (كتاب العبر) — نسخة الشاملة 12320,ج7 ص453 (بحسب ترقيم الشاملة للمطبوع)، «الخبر عن مقتل ابن الخطيب»,فطرقوا السجن ليلا ومعهم زعانفة جاءوا في لفيف الخدم مع سفراء السلطان ابن الأحمر، وقتلوه خنقا في محبسه,يدعم,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-24),شاهد معاصر على كيفية القتل (خنقًا في السجن بفاس). ابن خلدون صديق ابن الخطيب وكان بالمغرب حينها.,https://shamela.ws/book/12320/4470
ATT-266,AST-G28,776هـ (بين مستهلّها وشوالها؛ منتصف 1374م إلى أوائل 1375م),موثّق,ابن خلدون (ت 808هـ)، رحلة ابن خلدون (التعريف بابن خلدون ورحلته غربًا وشرقًا) — نسخة الشاملة 37022,ص187 (بحسب ترقيم الشاملة للمطبوع),فلم تنجح تلك السعاية، وقتل ابن الخطيب بمحبسه,يدعم,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-24),رواية ابن خلدون عن نفسه: توسّط لابن الخطيب فلم ينجح، فقُتل. يأتي الخبر في سياق أحداث 776هـ.,https://shamela.ws/book/37022/161
ATT-267,AST-G28,776هـ (بين مستهلّها وشوالها؛ منتصف 1374م إلى أوائل 1375م),موثّق,ابن خلدون (ت 808هـ)، رحلة ابن خلدون (التعريف بابن خلدون ورحلته غربًا وشرقًا) — نسخة الشاملة 37022,ص187 (بحسب ترقيم الشاملة للمطبوع),ولحق بي أهلي وولدي من فاس، وأقاموا معي، وذلك في عيد الفطر سنة ست وسبعين,يدعم جزئيًا,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-24),الحد الأعلى استنتاجًا من ترتيب السرد: خبر القتل يسبق في الصفحة نفسها انتقال ابن خلدون إلى هنين ثم تلمسان ولحاق أهله به في عيد الفطر 776هـ (≈ 5 مارس 1375م). النص لا يصرّح بأن القتل قبل شوال، فهو قرينة لا نص.,https://shamela.ws/book/37022/161
ATT-268,AST-015,خراب مدينة الزهراء في الفتنة: دخلها البربر أواخر ربيع الأول 401هـ (نوفمبر 1010م)، واستُؤصل خرابها في أيام المستكفي 414–416هـ (1024–1025م),صُحح وموثّق,لسان الدين ابن الخطيب (ت 776هـ)، تاريخ إسبانية الإسلامية أو كتاب أعمال الأعلام، تحقيق إ. ليفي بروفنسال، ط2، بيروت: دار المكشوف، آذار 1956,ص117، «أيام هشام بن الحكم ... في المرة الثانية»,وفي أخريات ربيع الأول من هذه السنة ، نزلوا قرطبة ، ودخلوا مدينة الزّهراء . وانضمّ الخلق من الأحواز إلى المدينة ، وانتشرت الغارات,يدعم جزئيًا,مطابق لصورة الصفحة (قراءة بصرية للنسخة المصوّرة، 2026-09-24),ابن الخطيب يذكر دخول البربر مدينة الزهراء في أواخر ربيع الأول، والسنة غير مصرّح بها: الفصل يبدأ بعد مقتل المهدي في 8 ذي الحجة 400هـ (ص116)، فالسنة 401هـ استنتاجًا (أواخر ربيع الأول 401 ≈ أوائل نوفمبر 1010م)، وهو ما يطابق رواية عنان (ATT-029). النص لا يذكر لفظ الخراب، بل الدخول والغارات.,https://archive.org/details/ar106biog55
ATT-269,AST-G27,12 فبراير 1502 (نحو 4 شعبان 907هـ),موثّق,"Pablo Ortego Rico، «Cristianos y mudéjares ante la conversión de 1502. Mercedes a moros. Mercedes de bienes de moros»، Espacio, Tiempo y Forma, Serie III, Historia Medieval، ع24 (2011)، ص279–318",ص279,"el 12 de febrero de 1502 Isabel y Fernando promulgaban una pragmática que ponía fin, tras más de cuatro siglos, a la presencia de mudéjares en Castilla",يدعم,مطابق في استخراجين مستقلين من ملف PDF عبر WebFetch بنموذج مساعد، 2026-09-24 — يُعاد بالعين قبل النشر,يحدد يوم الإصدار: 12 فبراير 1502. الحاشية 1 تحيل إلى Molénat (2001).,https://revistas.uned.es/index.php/ETFIII/article/download/1672/1553/4521
ATT-270,AST-G27,12 فبراير 1502 (نحو 4 شعبان 907هـ),موثّق,"Pablo Ortego Rico، «Cristianos y mudéjares ante la conversión de 1502. Mercedes a moros. Mercedes de bienes de moros»، Espacio, Tiempo y Forma, Serie III, Historia Medieval، ع24 (2011)، ص279–318",ص283,"Finalmente, el 12 de febrero de 1502, la promulgación de la pragmática referida pondría fin a la realidad mudéjar al establecer la conversión obligatoria de todos los moros varones mayores de catorce años y mujeres mayores de doce",يدعم,مطابق في استخراجين مستقلين من ملف PDF عبر WebFetch بنموذج مساعد، 2026-09-24 — يُعاد بالعين قبل النشر,مضمون الأمر: التنصير الإلزامي للذكور فوق 14 سنة والإناث فوق 12. الحاشية 23 تحيل إلى Ladero Quesada، Los mudéjares de Castilla، ص127–130، وهو مظنّة نص الوثيقة نفسها.,https://revistas.uned.es/index.php/ETFIII/article/download/1672/1553/4521
ATT-271,AST-G27,12 فبراير 1502 (نحو 4 شعبان 907هـ),موثّق,"Miguel Ángel Ladero Quesada، Andalucía a fines de la Edad Media: estructuras, valores, sucesos، قادس: Servicio de Publicaciones de la Universidad de Cádiz، 1999، 364 ص، ISBN 84-7786-645-7",ص179 (فصل «Grupos sociales rurales y urbanos»),"La pragmática real de 12 de febrero de 1502 instaba, como la relativa a los judíos de 31 de marzo de 1492, a optar entre el bautismo y la emigración",يدعم,مطابق لنص OCR للنسخة المرفقة (بحث نصي مباشر، 2026-09-24) — يُقابل بصورة الصفحة قبل النشر,شاهد مستقل ثانٍ لتاريخ 12 فبراير 1502 من كبير المتخصصين في مدجّني قشتالة، وهو المرجع الذي يحيل إليه Ortego Rico. يذكر أيضًا أن أغلب المدجّنين اختاروا التنصير، وأن لمدجّني إشبيلية «capitulaciones» مع الملكين.,
ATT-272,AST-G27,12 فبراير 1502 (نحو 4 شعبان 907هـ),موثّق,"Miguel Ángel Ladero Quesada، Andalucía a fines de la Edad Media: estructuras, valores, sucesos، قادس: Servicio de Publicaciones de la Universidad de Cádiz، 1999، 364 ص، ISBN 84-7786-645-7",بين ص317 وص320 (أرقام الصفحات 318–319 ساقطة من نص OCR),"hasta que, a comienzos de 1502, una pragmática real ordenó -como para los judíos en 1492- la alternativa entre bautismo o expulsión",يدعم,مطابق لنص OCR للنسخة المرفقة (بحث نصي مباشر، 2026-09-24) — يُقابل بصورة الصفحة قبل النشر,يربط الأمر بثورات غرناطة 1500–1501 ويضعه في أوائل 1502.,
ATT-273,AST-015,خراب مدينة الزهراء في الفتنة: دخلها البربر أواخر ربيع الأول 401هـ (نوفمبر 1010م)، واستُؤصل خرابها في أيام المستكفي 414–416هـ (1024–1025م),صُحح وموثّق,ابن بسام الشنتريني (ت 542هـ)، الذخيرة في محاسن أهل الجزيرة — نسخة الشاملة 1035,ج1 ص436 (بحسب ترقيم الشاملة للمطبوع)، أخبار المستكفي,وفي أيام المستكفي هذا استؤصل بقية قصوره جده الناصر بالخراب، وطمست أعلام قصر الزهراء، واقتلع نحاس الأبواب ورصاص القني,يدعم,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-24),أصرح نص أولي في خراب الزهراء بلفظه: الخراب التام في أيام المستكفي، ويتلوه في الصفحة نفسها خلعه «سنة ست عشرة» (416هـ). ويقول بعده: «فعدا عليها قبل تمام المائة»، أي قبل مرور مئة سنة على تأسيسها (325هـ).,https://shamela.ws/book/1035/432
ATT-274,AST-015,خراب مدينة الزهراء في الفتنة: دخلها البربر أواخر ربيع الأول 401هـ (نوفمبر 1010م)، واستُؤصل خرابها في أيام المستكفي 414–416هـ (1024–1025م),صُحح وموثّق,الحميدي (ت 488هـ)، جذوة المقتبس في ذكر ولاة الأندلس — نسخة الشاملة 5742,ص26، «ولاية محمد بن عبد الرحمن المستكفى»,وولى محمد بن عبد الرحمن المذكور، وله ثمان وأربعون سنة وأشهر، لأن مولده في سنة ست وستين وثلاث مائة,يدعم جزئيًا,مطابق لنص الصفحة (قراءة مباشرة عبر وصلة الشاملة، 2026-09-24),يحدد بداية ولاية المستكفي استنتاجًا: 366 + 48 = 414هـ. وفي ص27 أنه ولي «ستة عشر شهراً وأياماً»، فيوافق خلعه سنة 416هـ عند ابن بسام.,https://shamela.ws/book/5742/26
ATT-275,AST-022,توفي بعد 400هـ (1009م)؛ السنة المحددة غير معروفة (نحو 1013م عند Britannica، و427هـ/1036م عند الزركلي),موثّق جزئيًا,ابن حزم (ت 456هـ)، رسائل ابن حزم (رسالة في فضل الأندلس) — نسخة الشاملة 1038,ج2 ص185 (بحسب ترقيم الشاملة للمطبوع)، رسالة في فضل الأندلس,وكتاب التصريف [لمن عجز عن التأليف] لأبي القاسم خلف بن عباس الزهراوي (٣) ، وقد أدركناه وشاهدناه,يدعم جزئيًا,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-24),شهادة معاصر: ابن حزم (384–456هـ) رأى الزهراوي، فحياته امتدت إلى أوائل القرن الخامس. وهذا يوافق «بعد الأربع مئة» في الصلة، ولا يعطي سنة.,https://shamela.ws/book/1038/625
ATT-276,AST-022,توفي بعد 400هـ (1009م)؛ السنة المحددة غير معروفة (نحو 1013م عند Britannica، و427هـ/1036م عند الزركلي),موثّق جزئيًا,خير الدين الزركلي (ت 1396هـ)، الأعلام — نسخة الشاملة 12286,ج2 ص310 (بحسب ترقيم الشاملة للمطبوع),الزَّهْرَاوي (٠٠٠ - ٤٢٧ هـ = ٠٠٠ - ١٠٣٦ م),يخالف,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-24),الزركلي يجعل الوفاة 427هـ (1036م) لا 1013م كما عند Britannica. كلا الرقمين تقدير حديث، ولم أعثر ضمن البحث المنفذ على نص أولي بسنة الوفاة.,https://shamela.ws/book/12286/1847
ATT-277,AST-G17,1333 (14 شوال 733هـ) – بعد 795هـ (أواخر 1393م أو بعدها),موثّق جزئيًا,خير الدين الزركلي (ت 1396هـ)، الأعلام — نسخة الشاملة 12286,ج7 ص154 (بحسب ترقيم الشاملة للمطبوع),ابن زَمْرَك (٧٣٣ - نحو ٧٩٣ هـ = ١٣٣٣ - نحو ١٣٩٠ م),يخالف,مطابق حرفيًا (فحص آلي بأداة verify_quote في وصلة الشاملة، 2026-09-24),تقدير حديث يخالف نص المقري (ATT-213) أن قتله بعد 795هـ. فالمراجع الحديثة الآن: نحو 793 (الزركلي)، و1393/1394 (الباتروناتو)، و797 (عنان).,https://shamela.ws/book/12286/6395
