المعرف,الفئة,العنوان الأصلي,العنوان العربي/الترجمة الوصفية,المسؤولية العلمية,الناشر/المؤسسة,السنة,الطبعة/الأجزاء,ISBN/DOI,بيانات الدورية,بيانات المخطوط,النوع,اللغة,اللغة الأساسية,العصر,المحاور,النطاق الجغرافي,القيمة البحثية,مستوى القارئ,التقييم,سبب التقييم وحدود الاستخدام,رابط السجل/الناشر,رابط النص/المادة,الإتاحة,الحقوق,حالة التحقق,ما الذي فُحص فعليًا,أساس الوصف,فائدة المشروع,ملاحظات,ربط بـ v4.9,الإصدار,سجل التغيير,تاريخ التحقق,معرف المسار
LIB-PRI-011,مصدر أصلي,المقتبس (الجزء الخامس),المقتبس لابن حيان — الجزء الخامس (عهد عبد الرحمن الناصر),ابن حيان؛ تحقيق: P. Chalmeta بالتعاون مع F. Corriente و M. Ṣubḥ وآخرين,المعهد الإسباني العربي للثقافة (مدريد) وكلية الآداب بالرباط,1979,مجلد واحد: 19 ص مقدمة + 490 ص نص + 88 ص فهارس (بحسب عنوان مراجعة Arabica),لم أتحقق,,,كتاب,عربية,عربية,الخلافة,سياسة; عسكري; مؤسسات/قضاء/إدارة,الأندلس والمغرب,حوليات مفصلة لعهد الناصر (300–330هـ)؛ أساس بناء خط زمني دقيق للخلافة.,بحثي متخصص,A,الطبعة النقدية المعيارية.,https://archive.org/details/20240424_20240424_0638,https://archive.org/details/20240424_20240424_0638,نص كامل (نسخة مرفوعة),غير متحقق,سجل ببليوغرافي فقط,فتحت صفحة أرشيف الإنترنت (المحقق فقط)؛ بقية البيانات من عناوين مراجعتين في Persée وArabica ظهرتا في نتائج البحث ولم تُفتحا. (تاريخ التحقق 2026-09-23),عنوان مراجعة علمية,خط زمني; مقال موسوعي,موجود في v4.9: يثري بيانات الطبعة. ترجمة إسبانية: Viguera & Corriente 1981 — لم أتحقق.,SRC-001,v1.0,,2026-09-23,P-11
LIB-PRI-012,مصدر أصلي,مذكرات الأمير عبد الله آخر ملوك بني زيري بغرناطة المسماة بكتاب التبيان,التبيان (مذكرات عبد الله بن بلقين),عبد الله بن بلقين (ت بعد 483هـ)؛ نشر: E. Lévi-Provençal,دار المعارف، القاهرة (سلسلة ذخائر العرب 18),1955,لم أتحقق,لم أتحقق,,,كتاب,عربية,عربية,الفتنة والطوائف; المرابطون,سياسة; عسكري; الأديان والجماعات; مجتمع,غرناطة؛ الأندلس,سيرة ذاتية نادرة لحاكم طائفي؛ شهادة من الداخل عن الطوائف والمرابطين والزلاقة ووزير غرناطة اليهودي.,متقدم,A,مصدر أولي فريد؛ دفاع ذاتي من المؤلف يستلزم القراءة النقدية.,https://archive.org/details/Tokyo.Elektro_201906,https://archive.org/details/Tokyo.Elektro_201906,نص كامل (نسخة مرفوعة),غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة أرشيف الإنترنت (الناشر والسنة والسلسلة). (تاريخ التحقق 2026-09-23),بيانات السجل,بطاقة شخصية; خط زمني; درس,الطبعة المنقحة: أمين توفيق الطيبي، منشورات عكاظ، الرباط (مرفوعة: archive.org/details/20231101_20231101_0113) — السنة لم أتحقق (يُذكر 1995).,,v1.0,,2026-09-23,P-12
LIB-PRI-013,مصدر أصلي,"The Tibyān: Memoirs of ʿAbd Allāh b. Buluggīn, Last Zīrid Amīr of Granada",التبيان: مذكرات عبد الله بن بلقين (ترجمة إنجليزية),ترجمة ومقدمة وحواشٍ: Amin T. Tibi,"E. J. Brill, Leiden (Medieval Iberian Peninsula: Texts and Studies, v. 5)",1986,291 ص؛ خرائط؛ Medieval Iberian Peninsula 5,ISBN 9004076697 / 9789004076693,,,كتاب,إنجليزية,إنجليزية,الفتنة والطوائف; المرابطون,سياسة; عسكري; الأديان والجماعات,غرناطة,ترجمة مشروحة عن نص عربي منقح؛ أساس للاستشهاد الإنجليزي.,متقدم,A,ترجمة علمية محكمة من Brill.,https://www.nli.org.il/en/books/NNL_ALEPH990010717380205171/NLI,,شراء/استعارة,غير متحقق,سجل ببليوغرافي فقط,فتحت سجل المكتبة الوطنية الإسرائيلية (الناشر والسنة والسلسلة والصفحات). (تاريخ التحقق 2026-09-23) || v1.1: فتحت سجل Open Library لـ 9004076697: The Tibyān، Brill، 291 ص، Medieval Iberian Peninsula vol. 5 (يذكر تاريخ 1997، وهو على الأرجح تاريخ توزيع/إعادة طبع؛ الأصل 1986) — تاريخ التحقق 2026-09-23,سجل مكتبة,درس; بطاقة شخصية,,,v1.0,"v1.1: isbn_doi, edition_volumes",2026-09-23,P-13
LIB-PRI-014,مصدر أصلي,الذخيرة في محاسن أهل الجزيرة,الذخيرة لابن بسام,ابن بسام الشنتريني (ت 542هـ)؛ تحقيق: إحسان عباس,دار الثقافة، بيروت,1979 (لم أتحقق من الصفحة),توجد طبعة لدار الثقافة (بيروت) مؤرخة 1417هـ/1997م في 8 مجلدات مصورة على الأقل (أقسام 1-4) — سنة الطبعة الأولى 1979 لم تُتحقق,لم أتحقق,,,كتاب,عربية,عربية,الفتنة والطوائف,أدب وشعر; سياسة; تأريخ ونقد مصادر,الأندلس,يحفظ نصوصًا مفقودة من ابن حيان (المتين) عن الفتنة والطوائف، مع تراجم الأدباء والوزراء؛ مصدر لا غنى عنه لتاريخ القرن 5هـ.,متقدم,A,تحقيق إحسان عباس هو المعيار.,https://archive.org/details/zakhera_mahasen_jazeera,https://archive.org/details/zakhera_mahasen_jazeera,نص كامل (نسخة مرفوعة),غير متحقق,سجل ببليوغرافي فقط,فتحت صفحة أرشيف الإنترنت (المحقق والناشر فقط، بلا سنة). سجلات مكتبة اتحاد الإمارات لم تُحمَّل. (تاريخ التحقق 2026-09-23) || v1.1: فتحت https://archive.org/metadata/BBib-Alex-08478/metadata: الناشر دار الثقافة، التاريخ 1997-1417، ق1 مج1 576 ص؛ ونتائج بحث الأرشيف تُظهر مجلدات BBib-Alex-08477..08484 بالناشر نفسه (بيانات رفع غير رسمي على أرشيف الإنترنت — دليل ببليوغرافي فقط). لم أتحقق من سنة 1979. تاريخ التحقق 2026-09-23,بيانات السجل + معرفة عامة,بطاقة شخصية; مقال موسوعي,,,v1.0,v1.1: edition_volumes,2026-09-23,P-14
LIB-PRI-015,مصدر أصلي,طوق الحمامة في الألفة والألاف (ضمن رسائل ابن حزم الأندلسي، ج1),طوق الحمامة لابن حزم,ابن حزم (ت 456هـ)؛ تحقيق: إحسان عباس,المؤسسة العربية للدراسات والنشر، بيروت,1980,لم أتحقق,لم أتحقق,,,كتاب,عربية,عربية,الخلافة; الفتنة والطوائف,أدب وشعر; مجتمع; المرأة,قرطبة,نص فريد عن الحياة الاجتماعية والعاطفية وقصور قرطبة زمن الفتنة؛ تجارب شخصية للمؤلف.,متوسط,A,تحقيق علمي؛ نص أدبي لا حولي.,https://shamela.ws/book/1038/16,,شراء؛ نص رقمي في الشاملة,غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة المكتبة الشاملة من مقدمة المحقق التي تعدد الطبعات التسع للطوق وتذكر طبعته (بيروت 1980). (تاريخ التحقق 2026-09-23),مقدمة المحقق,درس; بطاقة شخصية; مقال موسوعي,"ترجمة إنجليزية: A. J. Arberry, The Ring of the Dove, Luzac 1953 (إعادة طبع 1994، متاحة للاستعارة: archive.org/details/ringofdovetreati0000ibnh). طبعة Petrof، ليدن 1914 عن المخطوط الوحيد.",,v1.0,,2026-09-23,P-15
LIB-PRI-016,مصدر أصلي,المن بالإمامة: تاريخ بلاد المغرب والأندلس في عهد الموحدين,المن بالإمامة لابن صاحب الصلاة,عبد الملك بن صاحب الصلاة (ت بعد 594هـ)؛ تحقيق: عبد الهادي التازي,دار الغرب الإسلامي، بيروت,1987 (ط3),مجلد واحد، 551 ص,لم أتحقق,,,كتاب,عربية,عربية,الموحدون,سياسة; عسكري; مدن وعمران; عمارة وفنون,المغرب؛ الأندلس (إشبيلية),شاهد عيان موحدي على بناء جامع إشبيلية وجسرها وحملات الموحدين في الأندلس.,متقدم,A,مصدر معاصر؛ الجزء الباقي فقط (السفر الثاني)، بتحيّز رسمي للموحدين.,https://www.alukah.net/culture/0/110200/,,شراء,غير متحقق,سجل ببليوغرافي فقط,فتحت مقال الألوكة (المحقق والناشر) وصفحة متجر دار أطلس الخضراء (بلا سنة). (تاريخ التحقق 2026-09-23) || v1.1: فتحت https://archive.org/metadata/AlmnBelemamh/metadata: المؤلف ابن صاحب الصلاة، التحقيق للتازي، الناشر دار الغرب الإسلامي بيروت، 1987 الطبعة الثالثة، 551 ص (بيانات رفع غير رسمي على أرشيف الإنترنت — دليل ببليوغرافي فقط). تاريخ التحقق 2026-09-23,وصف مقال,خط زمني; صورة/عمارة; مقال موسوعي,السنة والطبعة تحتاجان استكمال.,,v1.0,"v1.1: year, edition_volumes",2026-09-23,P-16
LIB-PRI-017,مصدر أصلي,المعجب في تلخيص أخبار المغرب,المعجب لعبد الواحد المراكشي,عبد الواحد المراكشي (ت بعد 621هـ)؛ تحقيق: صلاح الدين الهواري,المكتبة العصرية، صيدا-بيروت,2006 (ط1),303 ص,لم أتحقق,,,كتاب,عربية,عربية,الفتنة والطوائف; المرابطون; الموحدون,سياسة; أدب وشعر; فلسفة وفقه,الأندلس والمغرب,رواية موجزة من الفتح إلى الموحدين، ثرية بأخبار ابن رشد وابن طفيل وبلاط الموحدين.,متوسط,B,مصدر مهم، لكن طبعة الهواري غير نقدية؛ الطبعة النقدية لدوزي (ليدن 1847/1881) ومحمد سعيد العريان.,https://shamela.ws/book/8559,https://shamela.ws/book/8559,نص رقمي مجاني (الشاملة),غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت بطاقة الكتاب في المكتبة الشاملة (المحقق والناشر والسنة والصفحات). (تاريخ التحقق 2026-09-23),بطاقة الكتاب,بطاقة شخصية; مقال موسوعي,يُفضّل البحث عن طبعة دوزي/العريان للاستشهاد العلمي (لم أتحقق).,,v1.0,,2026-09-23,P-17
LIB-PRI-018,مصدر أصلي,الحلل الموشية في ذكر الأخبار المراكشية,الحلل الموشية,مؤلف مجهول (يُنسب لابن سماك)؛ تحقيق: سهيل زكار وعبد القادر زمامة,دار الرشاد الحديثة، الدار البيضاء,1979 (ط1),207 ص,لم أتحقق,,,كتاب,عربية,عربية,المرابطون; الموحدون,سياسة; عسكري,المغرب؛ الأندلس,مصدر رئيس للمرابطين ومعركة الزلاقة وعبور يوسف بن تاشفين.,متوسط,B,متأخر (القرن 8هـ) ينقل عن مصادر سابقة.,https://archive.org/details/al7olal-rachad,https://archive.org/details/al7olal-rachad,نص كامل (نسخة مرفوعة),غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة أرشيف الإنترنت (المحققان والناشر والمكان والسنة والصفحات). (تاريخ التحقق 2026-09-23),بيانات السجل,خط زمني; مقال موسوعي,تحقيق أحدث: عبد القادر بوباية، دار الكتب العلمية، بيروت 2010، 319 ص (تحققت منه في سجل المكتبة الوطنية الإسرائيلية) ينسبه لابن سماك.,,v1.0,,2026-09-23,P-18
LIB-PRI-019,مصدر أصلي,اللمحة البدرية في الدولة النصرية,اللمحة البدرية لابن الخطيب,لسان الدين ابن الخطيب (ت 776هـ)؛ تحقيق: لجنة إحياء التراث العربي في دار الآفاق الجديدة,دار الآفاق الجديدة، بيروت,1980 (ط3),159 ص,لم أتحقق,,,كتاب,عربية,عربية,غرناطة النصرية,سياسة; مؤسسات/قضاء/إدارة; مدن وعمران,غرناطة,تاريخ مختصر لسلاطين بني نصر حتى منتصف القرن 8هـ بقلم وزيرهم؛ أساس لقائمة الحكام والخط الزمني النصري.,متوسط,A,مصدر رسمي من الداخل؛ الطبعة ليست نقدية بالكامل.,https://ndlsearch.ndl.go.jp/books/R100000002-Ia1000029352?ar=4e1f&locale=en,,شراء؛ نسخ مرفوعة,غير متحقق,سجل ببليوغرافي فقط,فتحت سجل المكتبة الوطنية اليابانية (NDL). (تاريخ التحقق 2026-09-23),سجل مكتبة,خط زمني; بطاقة شخصية,تحقيق محمد مسعود جبران (دار المدار الإسلامي 2009؟) — لم أتحقق.,,v1.0,,2026-09-23,P-19
LIB-PRI-020,مصدر أصلي,نبذة العصر في أخبار ملوك بني نصر,نبذة العصر في أخبار ملوك بني نصر (آخر أيام غرناطة),مؤلف مجهول معاصر للسقوط؛ تحقيق: محمد رضوان الداية,دار حسان، دمشق,1404هـ (≈1983–1984م) (ط1),143 ص,لم أتحقق,,,كتاب,عربية,عربية,غرناطة النصرية; السقوط والموريسكيون,سياسة; عسكري,غرناطة,الشهادة العربية المعاصرة الوحيدة المفصلة تقريبًا عن حرب غرناطة (1482–1492) وتسليمها.,متوسط,A,مصدر معاصر فريد؛ منظور عسكري محلي.,https://shamela.ws/index.php/book/6646,https://shamela.ws/index.php/book/6646,نص رقمي مجاني (الشاملة),غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت بطاقة الكتاب في الشاملة. (تاريخ التحقق 2026-09-23),بطاقة الكتاب,خط زمني; درس; مقال موسوعي,طبعة ألفريد البستاني (العرائش 1940) مرفوعة: archive.org/details/kaoikaprophe_20180208 (بلا بيانات نشر في السجل).,,v1.0,,2026-09-23,P-20
LIB-PRI-021,مصدر أصلي,المعيار المعرب والجامع المغرب عن فتاوى أهل إفريقية والأندلس والمغرب,المعيار للونشريسي,أحمد الونشريسي (ت 914هـ)؛ خرّجه جماعة من الفقهاء بإشراف محمد حجي (لم أتحقق من صيغة المسؤولية),وزارة الأوقاف والشؤون الإسلامية بالمملكة المغربية / دار الغرب الإسلامي,1981 (لم أتحقق),13 جزءًا + فهارس (نسخة الأرشيف 14 ملفًا),لم أتحقق,,,كتاب,عربية,عربية,شامل,فلسفة وفقه; مؤسسات/قضاء/إدارة; مجتمع; اقتصاد وتجارة; المرأة; الأديان والجماعات,الأندلس والمغرب وإفريقية,أكبر مجموع فتاوى مالكية؛ منجم للتاريخ الاجتماعي والاقتصادي (الأوقاف، المياه، الأسرة، المدجنون والهجرة).,بحثي متخصص,A,مصدر أساسي للتاريخ الاجتماعي؛ الفتاوى معيارية لا وصفية ويصعب تأريخ بعضها.,https://archive.org/details/Miyar_Muerib,https://archive.org/details/Miyar_Muerib,نص كامل (نسخة مرفوعة),غير متحقق,سجل ببليوغرافي فقط,فتحت صفحة أرشيف الإنترنت: تذكر الوزارة ودار الغرب لكن تسمي «زكريا عميرات» محققًا — تضارب لم يُحسم. (تاريخ التحقق 2026-09-23),بيانات السجل + معرفة عامة,مقال موسوعي; درس (الحياة اليومية),التحقق من صفحة العنوان مطلوب.,,v1.0,,2026-09-23,P-21
LIB-PRI-022,مصدر أصلي,Séville musulmane au début du XIIe siècle: le traité d'Ibn ʿAbdūn sur la vie urbaine et les corps de métiers,إشبيلية الإسلامية في مطلع القرن 12: رسالة ابن عبدون في الحسبة (ترجمة فرنسية),ابن عبدون التجيبي؛ ترجمة ومقدمة وحواشٍ: É. Lévi-Provençal,Maisonneuve et Larose، باريس (إعادة طبع مصورة عن ط. G.-P. Maisonneuve 1947),2001 (23 مايو 2001؛ الأصل 1947),178 ص,2-7068-1494-2,,,كتاب,فرنسية,فرنسية,المرابطون,مدن وعمران; اقتصاد وتجارة; مؤسسات/قضاء/إدارة; مجتمع; الأديان والجماعات,إشبيلية,أهم نص حسبة أندلسي: تنظيم الأسواق والحِرف والمسجد والعلاقات مع أهل الذمة؛ مادة مباشرة لدروس الحياة اليومية والمدينة.,متوسط,A,ترجمة مرجعية؛ النص العربي نُشر منفصلًا (ثلاث رسائل أندلسية في آداب الحسبة، القاهرة 1955 — لم أتحقق).,https://catalogue.bnf.fr/ark:/12148/cb376376726,https://classiques.uqam.ca/classiques/levi_provencal_evariste/seville_musulmane_12e/seville_musulmane_12e_avant_pr.html,نص كامل مجاني (Les Classiques des sciences sociales — لم أفتح الرابط، ظهر في نتائج البحث),غير متحقق,سجل ببليوغرافي فقط,فتحت سجل المكتبة الوطنية الفرنسية (BnF). (تاريخ التحقق 2026-09-23) || v1.1: فتحت سجل Open Library لـ 2706814942: Maisonneuve & Larose، 23 مايو 2001، ورقي — يؤكد ISBN والناشر — تاريخ التحقق 2026-09-23,سجل مكتبة + معرفة عامة,درس; مقال موسوعي; بطاقة مدينة,ترجمة إنجليزية مقتطفة في Constable (P-06) — لم أتحقق من الموضع.,,v1.0,v1.1: year,2026-09-23,P-22
LIB-PRI-023,مصدر أصلي,Kitāb al-qaṣd wa-l-bayān. Libro de agricultura,كتاب القصد والبيان في الفلاحة لابن بصال — تحقيق وترجمة إسبانية,ابن بصال الطليطلي (ق5هـ)؛ تحقيق وترجمة: J. M. Millás Vallicrosa و محمد عزيمان,Instituto Muley El-Hasan، تطوان,1955 (إعادة طبع مصورة بدراسة E. García و J. E. Hernández Bermejo، إشبيلية 1995),لم أتحقق,لم أتحقق,,,كتاب,ثنائية (عربية-إسبانية),عربية,الفتنة والطوائف,زراعة وتقنيات; علوم وطب وفلك,طليطلة؛ إشبيلية,أقدم كتب الفلاحة الأندلسية العملية؛ يوضح تقنيات الري والتطعيم والمحاصيل في طليطلة الطائفية.,بحثي متخصص,A,الطبعة العلمية الوحيدة المعتمدة.,http://www.filaha.org/author_Ibn_bassal.html,,لم أتحقق,غير متحقق,سجل ببليوغرافي فقط,فتحت صفحة ابن بصال في موقع filaha.org (ببليوغرافيا متخصصة) التي تسرد الطبعات. (تاريخ التحقق 2026-09-23),ببليوغرافيا متخصصة,مقال موسوعي; درس (الزراعة),,,v1.0,,2026-09-23,P-23
LIB-PRI-024,مصدر أصلي,Kitāb al-filāḥa / Libro de agricultura (ed. y trad. J. A. Banqueri),كتاب الفلاحة لابن العوام — نص عربي وترجمة إسبانية,ابن العوام الإشبيلي (ق6هـ)؛ تحقيق وترجمة: J. A. Banqueri؛ طبعة مصورة بتقديم E. García Sánchez و J. E. Hernández Bermejo,"مدريد 1802 (مجلدان)؛ مصورة: Ministerio de Agricultura, Pesca y Alimentación وMinisterio de Asuntos Exteriores، مدريد 1988",1802؛ 1988,مجلدان,لم أتحقق,,,كتاب,ثنائية (عربية-إسبانية),عربية,الموحدون,زراعة وتقنيات; علوم وطب وفلك,إشبيلية/الشرف,موسوعة الفلاحة الأندلسية الكبرى (يجمع ابن بصال وأبا الخير وغيرهما)؛ يجيب عن أنواع المحاصيل والأشجار وتقنيات التسميد والري.,بحثي متخصص,A,الطبعة الوحيدة الكاملة للنص العربي حتى الآن رغم قِدمها؛ تحقيق حديث قيد الإعداد في CSIC (لم أتحقق).,https://www.filaha.org/author_ibn_al_awwam.html,http://books.google.co.uk/books?id=CKVEAAAAcAAJ ؛ http://books.google.co.uk/books?id=daZEAAAAcAAJ,نص كامل مجاني (طبعة 1802 على Google Books — الروابط من filaha.org ولم أفتحها),طبعة 1802 في الملك العام (استنتاج من التاريخ),سجل ببليوغرافي فقط,فتحت صفحة ابن العوام في filaha.org. (تاريخ التحقق 2026-09-23),ببليوغرافيا متخصصة,مقال موسوعي; صورة; درس,ترجمة فرنسية: Clément-Mullet 1864–1867 (أعيدت 2000 Actes Sud).,,v1.0,,2026-09-23,P-24
LIB-PRI-025,مصدر أصلي,الروض المعطار في خبر الأقطار,الروض المعطار للحميري,محمد بن عبد المنعم الحميري؛ تحقيق: إحسان عباس,مؤسسة ناصر للثقافة، بيروت (طبع دار السراج),1980 (ط2),623 ص,لم أتحقق,,,كتاب,عربية,عربية,شامل,جغرافيا; مدن وعمران; سياسة,العالم الإسلامي مع مواد أندلسية كثيفة,معجم جغرافي تاريخي مرتب ألفبائيًا؛ مداخل المدن الأندلسية تنقل عن البكري والإدريسي وتصلح مباشرة لبطاقات المدن.,متوسط,A,تحقيق معياري؛ نص متأخر (ق8-9هـ) ناقل.,https://shamela.ws/book/1043,https://shamela.ws/book/1043,نص رقمي مجاني (الشاملة),غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت بطاقة الكتاب في الشاملة. (تاريخ التحقق 2026-09-23),بطاقة الكتاب,خريطة; بطاقة مدينة; مقال موسوعي,المنتخب الأندلسي منه: «صفة جزيرة الأندلس» بنشر E. Lévi-Provençal، القاهرة 1937 (السنة لم أتحقق؛ نسخة مرفوعة archive.org/details/2783p.d.f2528).,,v1.0,,2026-09-23,P-25
LIB-PRI-026,مصدر أصلي,المسالك والممالك,المسالك والممالك للبكري,أبو عبيد البكري (ت 487هـ)؛ تحقيق: Adrian van Leeuwen و André Ferré,بيت الحكمة (المجمع التونسي للعلوم والآداب والفنون)، تونس / الدار العربية للكتاب,1992,مجلدان، 1035 ص,9789973101073,,,كتاب,عربية,عربية,الفتنة والطوائف; شامل,جغرافيا; مدن وعمران; اقتصاد وتجارة,الأندلس؛ المغرب؛ إفريقيا جنوب الصحراء,وصف جغرافي أندلسي من القرن 5هـ؛ مادة أصلية للمدن والطرق والتجارة، مع قسم أندلسي.,بحثي متخصص,A,الطبعة النقدية الكاملة الوحيدة.,https://www.beitalhikma.tn/publication/acces-boutique/%D9%83%D8%AA%D8%A8-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/itineraires-et-royaumes-al-masalik-wal-mamalik-2-volumes-2/,https://archive.org/details/massalik-mamalik-bakry,شراء من الناشر؛ نسخة مرفوعة,غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة متجر بيت الحكمة (المحققان والسنة وISBN والصفحات). (تاريخ التحقق 2026-09-23),وصف ناشر,خريطة; بطاقة مدينة,القسم الأندلسي نشره عبد الرحمن الحجي (جغرافية الأندلس وأوروبا، بيروت 1968) — لم أتحقق.,,v1.0,,2026-09-23,P-26
LIB-PRI-027,مصدر أصلي,The Travels of Ibn Jubayr (Riḥlat Ibn Jubayr),رحلة ابن جبير (النص العربي),ابن جبير (ت 614هـ)؛ تحقيق: William Wright؛ مراجعة: M. J. de Goeje,Brill، ليدن (E. J. W. Gibb Memorial، ج5),1907 (ط2)؛ أعاد Gibb Trust طبعه 2017,428 ص,9780906094457 (طبعة 2017),,,كتاب,عربية (مقدمة إنجليزية),عربية,الموحدون,جغرافيا; مجتمع; اقتصاد وتجارة; بحرية وموانئ,غرناطة ← سبتة ← المتوسط ← المشرق؛ صقلية,رحالة أندلسي من غرناطة (578–581هـ)؛ يفيد في علاقات الأندلس بالمشرق والملاحة المتوسطية ونظرة الأندلسيين للعالم.,متوسط,A,الطبعة النقدية المعيارية؛ الرحلة تخص المشرق أكثر من الأندلس.,https://www.gibbtrust.org/the-travels-of-ibn-jabayr/,https://archive.org/details/travelsofibnjuba05ibnjuoft,نص كامل مجاني (أرشيف الإنترنت),أرشيف الإنترنت: NOT_IN_COPYRIGHT (طبعة 1907),اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة Gibb Trust وصفحة أرشيف الإنترنت (المحققان والناشر والسنة والحقوق). (تاريخ التحقق 2026-09-23),وصف ناشر + بيانات السجل,خريطة (مسار رحلة); درس; مقال موسوعي,ترجمة إنجليزية: R. J. C. Broadhurst 1952 — لم أتحقق (تعذّر البحث).,,v1.0,,2026-09-23,P-27
LIB-PRI-028,مصدر أصلي,الصلة في تاريخ أئمة الأندلس وعلمائهم ومحدثيهم وفقهائهم وأدبائهم,الصلة لابن بشكوال,ابن بشكوال (ت 578هـ)؛ تحقيق: بشار عواد معروف,دار الغرب الإسلامي، تونس (لم أتحقق من صفحة الناشر),2010 (لم أتحقق),مجلدان (بحسب متجر دار أطلس الخضراء),لم أتحقق,,,كتاب,عربية,عربية,شامل,التعليم; فلسفة وفقه; مجتمع,الأندلس,تراجم علماء الأندلس في القرنين 5–6هـ مكملًا لابن الفرضي؛ أساس بطاقات العلماء وتحليل شبكات الرواية.,متقدم,A,تحقيق بشار عواد ضمن «سلسلة التراجم الأندلسية» أدق من طبعة كوديرا.,https://daratlas.sa/products/37856,,شراء,غير متحقق,سجل ببليوغرافي فقط,فتحت صفحة متجر دار أطلس الخضراء (المحقق وعدد المجلدات، بلا ناشر أصلي أو سنة). سجلات مكتبة اتحاد الإمارات لم تُحمَّل. (تاريخ التحقق 2026-09-23),وصف بائع,بطاقة شخصية; قاعدة بيانات أعلام,ترتبط بقاعدة HATA/PUA لتراجم العلماء.,,v1.0,,2026-09-23,P-28
